SLU Score,Opponent Score,Set,Opponent,Year,Server,Play Comment,,
10,8,2,Union,2014,SLU,[Masha Kolesnikova] Kill by Cristina Deschaine (from Katarina Marczeski).,,
10,9,2,Union,2014,SLU,[Masha Kolesnikova] Kill by Amanda Brooks (from Katarina Marczeski).,,
11,9,2,Union,2014,SLU,[Masha Kolesnikova] Kill by Abigail Salamone.,,
12,9,2,Union,2014,UCVB2014,[Kat Moeller] Attack error by Cristina Deschaine.,,
12,10,2,Union,2014,UCVB2014,[Kat Moeller] Attack error by Morgan Clark (block by Cristina Deschaine).,,
13,10,2,Union,2014,SLU,[Maddy Ruehl] Service error.,,
14,10,2,Union,2014,UCVB2014,[Amanda Price] Attack error by Cristina Deschaine.,,
14,11,2,Union,2014,UCVB2014,[Amanda Price] Service error.,,
14,12,2,Union,2014,SLU,[Marisa Turner] Service ace (Rajpreet Dhaliwal).,,
14,13,2,Union,2014,SLU,[Marisa Turner] Attack error by Rajpreet Dhaliwal.,,
14,14,2,Union,2014,SLU,[Marisa Turner] Service ace (Kat Moeller).,,
15,14,2,Union,2014,SLU,[Marisa Turner] Kill by Morgan Clark.,,
15,15,2,Union,2014,UCVB2014,[Kelley White] Attack error by Morgan Clark.,,
16,15,2,Union,2014,SLU,[Mariah Dignan] Kill by Rachel Wyman (from Amanda Price).,,
16,16,2,Union,2014,UCVB2014,[Morgan Clark] Service error.,,
16,17,2,Union,2014,SLU,[Katarina Marczeski] Attack error by Amanda Price.,,
16,18,2,Union,2014,SLU,[Katarina Marczeski] Bad set by Amanda Price.,,
16,19,2,Union,2014,SLU,[Katarina Marczeski] Attack error by Rachel Wyman (block by Maddy Ruehl; Masha Kolesnikova).,,
16,20,2,Union,2014,SLU,[Katarina Marczeski] Kill by Lexi Brown (from Katarina Marczeski).,,
16,21,2,Union,2014,SLU,[Katarina Marczeski] Attack error by Rachel Wyman.,,
16,22,2,Union,2014,SLU,[Katarina Marczeski] Service ace (Kelley White).,,
17,22,2,Union,2014,SLU,[Katarina Marczeski] Service error.,,
17,23,2,Union,2014,UCVB2014,[Abigail Salamone] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
18,23,2,Union,2014,SLU,[Katie Rowell] Kill by Rachel Wyman (from Abigail Salamone).,,
19,23,2,Union,2014,UCVB2014,[Rachel Wyman] Attack error by Maddy Ruehl.,,
19,24,2,Union,2014,UCVB2014,[Rachel Wyman] Attack error by Kelley White (block by Maddy Ruehl).,,
19,25,2,Union,2014,SLU,[Masha Kolesnikova] Attack error by Kelley White.,,
0,1,3,Union,2014,SLU,[Katie Rowell] Kill by Lexi Brown (from Katie Rowell).,,
0,2,3,Union,2014,SLU,[Katie Rowell] Attack error by Kelley White (block by Becky Briggs; Cristina Deschaine).,,
0,3,3,Union,2014,SLU,[Katie Rowell] Service ace (TEAM).,,
0,4,3,Union,2014,SLU,[Katie Rowell] Kill by Lexi Brown (from Katie Kull).,,
0,5,3,Union,2014,SLU,[Katie Rowell] Attack error by Kelley White.,,
1,5,3,Union,2014,SLU,[Katie Rowell] Kill by Lauren Woods (from Amanda Price).,,
1,6,3,Union,2014,UCVB2014,[Amanda Price] Kill by Lexi Brown (from Katie Kull).,,
1,7,3,Union,2014,SLU,[Mariah Dignan] Service ace (Allison VanDoren).,,
2,7,3,Union,2014,SLU,[Mariah Dignan] Service error.,,
3,7,3,Union,2014,UCVB2014,[Kelley White] Service ace (Mariah Dignan).,,
4,7,3,Union,2014,UCVB2014,[Kelley White] Attack error by Masha Kolesnikova (block by Lauren Woods).,,
4,8,3,Union,2014,UCVB2014,[Kelley White] Kill by Becky Briggs (from Katie Kull).,,
5,8,3,Union,2014,SLU,[Katarina Marczeski] Ball handling error by Katarina Marczeski.,,
5,9,3,Union,2014,UCVB2014,"[Kat Moeller] Kill by Lexi Brown (from Katarina Marczeski), block error by Rachel Wyman.",,
6,9,3,Union,2014,SLU,[Marisa Turner] Attack error by Maddy Ruehl.,,
6,10,3,Union,2014,UCVB2014,[Abigail Salamone] Kill by Amanda Brooks (from Katarina Marczeski).,,
6,11,3,Union,2014,SLU,[Masha Kolesnikova] Kill by Amanda Brooks (from Katarina Marczeski).,,
6,12,3,Union,2014,SLU,[Masha Kolesnikova] Kill by Katarina Marczeski (from Cristina Deschaine).,,
7,12,3,Union,2014,SLU,[Masha Kolesnikova] Kill by Allison VanDoren (from Abigail Salamone).,,
8,12,3,Union,2014,UCVB2014,[Allison VanDoren] Attack error by Katarina Marczeski (block by Morgan Clark).,,
9,12,3,Union,2014,UCVB2014,[Allison VanDoren] Kill by Kelley White (from Abigail Salamone).,,
9,13,3,Union,2014,UCVB2014,[Allison VanDoren] Kill by Cristina Deschaine (from Katarina Marczeski).,,
9,14,3,Union,2014,SLU,[Maddy Ruehl] Attack error by Rachel Wyman.,,
9,15,3,Union,2014,SLU,[Maddy Ruehl] Service ace (Kelley White).,,
9,16,3,Union,2014,SLU,[Maddy Ruehl] Service ace (Kat Moeller).,,
10,16,3,Union,2014,SLU,[Maddy Ruehl] Kill by Kelley White (from Abigail Salamone).,,
10,17,3,Union,2014,UCVB2014,[Rachel Wyman] Service error.,,
10,18,3,Union,2014,SLU,[Katie Rowell] Service ace (Kat Moeller).,,
11,18,3,Union,2014,SLU,[Katie Rowell] Kill by Kelley White (from Abigail Salamone).,,
11,19,3,Union,2014,UCVB2014,[Amanda Price] Kill by Lexi Brown.,,
11,20,3,Union,2014,SLU,[Mariah Dignan] Attack error by Lauren Woods.,,
11,21,3,Union,2014,SLU,[Mariah Dignan] Attack error by Kat Moeller.,,
12,21,3,Union,2014,SLU,[Mariah Dignan] Service error.,,
13,21,3,Union,2014,UCVB2014,[Kelley White] Kill by Allison VanDoren (from Amanda Price).,,
13,22,3,Union,2014,UCVB2014,[Kelley White] Service error.,,
14,22,3,Union,2014,SLU,[Katarina Marczeski] Kill by Rajpreet Dhaliwal (from Kat Moeller).,,
14,23,3,Union,2014,UCVB2014,[Kat Moeller] Kill by Lexi Brown (from Katarina Marczeski).,,
15,23,3,Union,2014,SLU,[Marisa Turner] Kill by Allison VanDoren (from Amanda Price).,,
16,23,3,Union,2014,UCVB2014,[Abigail Salamone] Attack error by Amanda Brooks.,,
17,23,3,Union,2014,UCVB2014,[Abigail Salamone] Attack error by Amanda Brooks (block by Morgan Clark).,,
18,23,3,Union,2014,UCVB2014,[Abigail Salamone] Attack error by Maddy Ruehl.,,
18,24,3,Union,2014,UCVB2014,[Abigail Salamone] Service error.,,
18,25,3,Union,2014,SLU,[Masha Kolesnikova] Kill by Amanda Brooks (from Katarina Marczeski).,,
0,1,1,Bard,2014,SLU,[Mariah Dignan] Kill by Cristina Deschaine.,,
0,2,1,Bard,2014,SLU,[Mariah Dignan] Service ace (Daniella Azulai).,,
0,3,1,Bard,2014,SLU,[Mariah Dignan] Attack error by Tytravia Riley.,,
1,3,1,Bard,2014,SLU,[Mariah Dignan] Kill by Zoe Morgan-Weinman (from Lexi Cooper).,,
1,4,1,Bard,2014,BARD,[Philippine Alba] Kill by Lexi Brown (from Katie Kull).,,
1,5,1,Bard,2014,SLU,[Marisa Turner] Service ace (Rebecca Speckenbach).,,
2,5,1,Bard,2014,SLU,[Marisa Turner] Bad set by Katie Kull.,,
2,6,1,Bard,2014,BARD,[Zoe Morgan-Weinman] Attack error by Tytravia Riley (block by Masha Kolesnikova; Lexi Brown).,,
2,7,1,Bard,2014,SLU,[Katarina Marczeski] Service ace (Philippine Alba).,,
3,7,1,Bard,2014,SLU,[Katarina Marczeski] Bad set by Maddy Ruehl.,,
4,7,1,Bard,2014,BARD,[Tytravia Riley] Kill by Lexi Akingbade (from Lexi Cooper).,,
4,8,1,Bard,2014,BARD,"[Tytravia Riley] Kill by Lexi Brown (from Mariah Dignan), block error by Lexi Akingbade.",,
4,9,1,Bard,2014,SLU,[Katie Rowell] Attack error by Lexi Akingbade.,,
4,10,1,Bard,2014,SLU,[Katie Rowell] Service ace (Julia Berry).,,
5,10,1,Bard,2014,SLU,[Katie Rowell] Attack error by Maddy Ruehl.,,
5,11,1,Bard,2014,BARD,[Rebecca Speckenbach] Attack error by Lexi Akingbade.,,
5,12,1,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Philippine Alba.,,
5,13,1,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Lexi Akingbade (block by Cristina Deschaine; Amanda Brooks).,,
6,13,1,Bard,2014,SLU,[Masha Kolesnikova] Kill by Philippine Alba (from Lexi Cooper).,,
6,14,1,Bard,2014,BARD,[Julia Berry] Kill by Cristina Deschaine (from Katarina Marczeski).,,
7,14,1,Bard,2014,SLU,[Maddy Ruehl] Service error.,,
7,15,1,Bard,2014,BARD,[Lexi Cooper] Service error.,,
7,16,1,Bard,2014,SLU,[Mariah Dignan] Kill by Lexi Brown (from Katie Kull).,,
8,16,1,Bard,2014,SLU,[Mariah Dignan] Attack error by Katie Kull.,,
9,16,1,Bard,2014,BARD,[Philippine Alba] Service ace (Marisa Turner).,,
9,17,1,Bard,2014,BARD,[Philippine Alba] Service error.,,
9,18,1,Bard,2014,SLU,[Marisa Turner] Kill by Becky Briggs (from Katie Kull).,,
10,18,1,Bard,2014,SLU,[Marisa Turner] Kill by Tytravia Riley (from Lexi Cooper).,,
10,19,1,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Becky Briggs (from Katie Kull).,,
10,20,1,Bard,2014,SLU,[Katarina Marczeski] Attack error by Rebecca Speckenbach.,,
11,20,1,Bard,2014,SLU,[Katarina Marczeski] Kill by Rebecca Speckenbach (from Lexi Cooper).,,
11,21,1,Bard,2014,BARD,[Tytravia Riley] Kill by Lexi Brown (from Katarina Marczeski).,,
11,22,1,Bard,2014,SLU,[Katie Rowell] Ball handling error by Lexi Cooper.,,
11,23,1,Bard,2014,SLU,[Katie Rowell] Ball handling error by Lexi Cooper.,,
11,24,1,Bard,2014,SLU,[Katie Rowell] Kill by Masha Kolesnikova.,,
11,25,1,Bard,2014,SLU,[Katie Rowell] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
0,1,2,Bard,2014,BARD,[Lexi Cooper] Kill by Kelly Dillon (from Katie Kull).,,
1,1,2,Bard,2014,SLU,[Katie Rowell] Kill by Philippine Alba (from Lexi Cooper).,,
2,1,2,Bard,2014,BARD,[Philippine Alba] Attack error by Rebecca Doser.,,
2,2,2,Bard,2014,BARD,[Philippine Alba] Attack error by Amy Kassowitz (block by Kelly Dillon; Becky Briggs).,,
3,2,2,Bard,2014,SLU,[Marisa Turner] Attack error by Cristina Deschaine.,,
3,3,2,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Kelly Dillon (from Katie Kull).,,
3,4,2,Bard,2014,SLU,[Katarina Marczeski] Ball handling error by Lexi Akingbade.,,
4,4,2,Bard,2014,SLU,[Katarina Marczeski] Service error.,,
5,4,2,Bard,2014,BARD,[Tytravia Riley] Attack error by Cristina Deschaine.,,
6,4,2,Bard,2014,BARD,[Tytravia Riley] Service ace (Marisa Turner).,,
6,5,2,Bard,2014,BARD,[Tytravia Riley] Service error.,,
6,6,2,Bard,2014,SLU,[Rebecca Doser] Attack error by Lexi Akingbade (block by Cristina Deschaine; Amanda Brooks).,,
6,7,2,Bard,2014,SLU,[Rebecca Doser] Kill by Cristina Deschaine (from Katarina Marczeski).,,
6,8,2,Bard,2014,SLU,[Rebecca Doser] Attack error by Lexi Akingbade.,,
6,9,2,Bard,2014,SLU,[Rebecca Doser] Attack error by Lexi Akingbade (block by Cristina Deschaine).,,
6,10,2,Bard,2014,SLU,[Rebecca Doser] Kill by Cristina Deschaine.,,
6,11,2,Bard,2014,SLU,[Rebecca Doser] Kill by Katarina Marczeski (from Marisa Turner).,,
6,12,2,Bard,2014,SLU,Point awarded by official to St. Lawrence.,,
6,13,2,Bard,2014,SLU,[Rebecca Doser] Kill by Cristina Deschaine (from Katarina Marczeski).,,
6,14,2,Bard,2014,SLU,[Rebecca Doser] Attack error by Lexi Akingbade.,,
7,14,2,Bard,2014,SLU,[Rebecca Doser] Attack error by Amanda Brooks.,,
7,15,2,Bard,2014,BARD,[Amy Kassowitz] Attack error by Lexi Akingbade.,,
7,16,2,Bard,2014,SLU,[Cristina Deschaine] Service ace (Julia Berry).,,
8,16,2,Bard,2014,SLU,[Cristina Deschaine] Kill by Philippine Alba (from Lexi Cooper).,,
8,17,2,Bard,2014,BARD,[Julia Berry] Attack error by Tytravia Riley.,,
8,18,2,Bard,2014,SLU,[Maddy Ruehl] Kill by Katarina Marczeski.,,
8,19,2,Bard,2014,SLU,Point awarded by official to St. Lawrence.,,
8,20,2,Bard,2014,SLU,[Maddy Ruehl] Service ace (Daniella Azulai).,,
8,21,2,Bard,2014,SLU,[Maddy Ruehl] Service ace (TEAM).,,
9,21,2,Bard,2014,SLU,[Maddy Ruehl] Kill by Philippine Alba (from Lexi Cooper).,,
9,22,2,Bard,2014,BARD,[Lexi Cooper] Kill by Becky Briggs (from Katie Kull).,,
10,22,2,Bard,2014,SLU,[Katie Rowell] Service error.,,
10,23,2,Bard,2014,BARD,[Philippine Alba] Kill by Becky Briggs (from Katie Kull).,,
10,24,2,Bard,2014,SLU,[Marisa Turner] Attack error by Tytravia Riley.,,
11,24,2,Bard,2014,SLU,[Marisa Turner] Kill by Zoe Morgan-Weinman (from Lexi Cooper).,,
12,24,2,Bard,2014,BARD,[Zoe Morgan-Weinman] Attack error by Rebecca Doser (block by Tytravia Riley).,,
12,25,2,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Cristina Deschaine (from Katie Kull).,,
1,0,3,Bard,2014,SLU,[Marisa Turner] Kill by Philippine Alba (from Lexi Cooper).,,
1,1,3,Bard,2014,BARD,[Philippine Alba] Attack error by Zoe Morgan-Weinman.,,
2,1,3,Bard,2014,SLU,[Katie Rowell] Kill by Tytravia Riley (from Lexi Cooper).,,
3,1,3,Bard,2014,BARD,[Zoe Morgan-Weinman] Ball handling error by Kelly Dillon.,,
4,1,3,Bard,2014,BARD,[Zoe Morgan-Weinman] Attack error by Masha Kolesnikova.,,
4,2,3,Bard,2014,BARD,[Zoe Morgan-Weinman] Kill by Rebecca Doser (from Katie Kull).,,
4,3,3,Bard,2014,SLU,[Katarina Marczeski] Attack error by Tytravia Riley.,,
4,4,3,Bard,2014,SLU,[Katarina Marczeski] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
5,4,3,Bard,2014,SLU,[Katarina Marczeski] Service error.,,
5,5,3,Bard,2014,BARD,[Tytravia Riley] Service error.,,
5,6,3,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Lexi Akingbade.,,
6,6,3,Bard,2014,SLU,[Masha Kolesnikova] Ball handling error by Katarina Marczeski.,,
6,7,3,Bard,2014,BARD,[Amy Kassowitz] Kill by Lexi Brown (from Katarina Marczeski).,,
7,7,3,Bard,2014,SLU,[Rebecca Doser] Ball handling error by Katarina Marczeski.,,
8,7,3,Bard,2014,BARD,[Julia Berry] Service ace (Rachel Pineda).,,
8,8,3,Bard,2014,BARD,[Julia Berry] Kill by Becky Briggs (from Katarina Marczeski).,,
8,9,3,Bard,2014,SLU,[Maddy Ruehl] Kill by Becky Briggs.,,
9,9,3,Bard,2014,SLU,[Maddy Ruehl] Attack error by Lexi Brown.,,
10,9,3,Bard,2014,BARD,[Lexi Cooper] Service ace (Rachel Pineda).,,
11,9,3,Bard,2014,BARD,[Lexi Cooper] Attack error by Lexi Brown.,,
12,9,3,Bard,2014,BARD,[Lexi Cooper] Attack error by Kelly Dillon (block by Tytravia Riley).,,
12,10,3,Bard,2014,BARD,[Lexi Cooper] Kill by Lexi Brown (from Katie Kull).,,
12,11,3,Bard,2014,SLU,[Marisa Turner] Kill by Kelly Dillon (from Katie Kull).,,
12,12,3,Bard,2014,SLU,[Marisa Turner] Kill by Masha Kolesnikova (from Katie Kull).,,
13,12,3,Bard,2014,SLU,[Marisa Turner] Kill by Tytravia Riley (from Lexi Cooper).,,
13,13,3,Bard,2014,BARD,[Philippine Alba] Kill by Becky Briggs (from Katie Kull).,,
14,13,3,Bard,2014,SLU,[Katie Rowell] Bad set by Katie Kull.,,
14,14,3,Bard,2014,BARD,[Zoe Morgan-Weinman] Ball handling error by Tytravia Riley.,,
15,14,3,Bard,2014,SLU,[Katarina Marczeski] Service error.,,
15,15,3,Bard,2014,BARD,[Tytravia Riley] Service error.,,
15,16,3,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Amy Kassowitz (block by Maddy Ruehl; Rebecca Doser).,,
15,17,3,Bard,2014,SLU,[Masha Kolesnikova] Kill by Lexi Brown (from Katarina Marczeski).,,
15,18,3,Bard,2014,SLU,[Masha Kolesnikova] Attack error by Lexi Akingbade.,,
15,19,3,Bard,2014,SLU,[Masha Kolesnikova] Kill by Maddy Ruehl (from Katarina Marczeski).,,
16,19,3,Bard,2014,SLU,[Masha Kolesnikova] Service error.,,
17,19,3,Bard,2014,BARD,[Amy Kassowitz] Attack error by Rebecca Doser.,,
17,20,3,Bard,2014,BARD,[Amy Kassowitz] Kill by Lexi Brown (from Katarina Marczeski).,,
18,20,3,Bard,2014,SLU,[Rebecca Doser] Attack error by Lexi Brown.,,
19,20,3,Bard,2014,BARD,[Amy Kassowitz] Kill by Tytravia Riley.,,
19,21,3,Bard,2014,BARD,[Julia Berry] Kill by Becky Briggs (from Katarina Marczeski).,,
19,22,3,Bard,2014,SLU,[Maddy Ruehl] Kill by Becky Briggs (from Katarina Marczeski).,,
20,22,3,Bard,2014,SLU,[Maddy Ruehl] Kill by Philippine Alba (from Lexi Cooper).,,
20,23,3,Bard,2014,BARD,[Lexi Cooper] Kill by Lexi Brown (from Katarina Marczeski).,,
20,24,3,Bard,2014,SLU,[Lexi Brown] Kill by Masha Kolesnikova.,,
21,24,3,Bard,2014,SLU,[Lexi Brown] Service error.,,
22,24,3,Bard,2014,BARD,[Philippine Alba] Ball handling error by Katie Kull.,,
23,24,3,Bard,2014,BARD,[Philippine Alba] Service ace (Katie Rowell).,,
23,25,3,Bard,2014,BARD,[Philippine Alba] Service error.,,
0,1,1,Skidmore,2014,SLU,[Katie Rowell] Kill by Becky Briggs (from Katie Kull).,,
0,2,1,Skidmore,2014,SLU,[Katie Rowell] Service ace (Marcela Familiar).,,
1,2,1,Skidmore,2014,SLU,[Katie Rowell] Attack error by Lexi Brown.,,
1,3,1,Skidmore,2014,SKIDMORE,[Kalle Fox] Kill by Cristina Deschaine (from Katie Kull).,,
2,3,1,Skidmore,2014,SLU,[Mariah Dignan] Kill by Clara Jones (from Kalle Fox).,,
2,4,1,Skidmore,2014,SKIDMORE,[Aria Goodman] Kill by Lexi Brown (from Katie Kull).,,
2,5,1,Skidmore,2014,SLU,[Katarina Marczeski] Bad set by Marcela Familiar.,,
2,6,1,Skidmore,2014,SLU,[Katarina Marczeski] Service ace (Aria Goodman).,,
3,6,1,Skidmore,2014,SLU,[Katarina Marczeski] Service error.,,
4,6,1,Skidmore,2014,SKIDMORE,[Marcela Familiar] Ball handling error by Katarina Marczeski.,,
4,7,1,Skidmore,2014,SKIDMORE,[Marcela Familiar] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
4,8,1,Skidmore,2014,SLU,[Marisa Turner] Service ace (Aria Goodman).,,
5,8,1,Skidmore,2014,SLU,[Marisa Turner] Attack error by Amanda Brooks.,,
6,8,1,Skidmore,2014,SKIDMORE,[Clara Jones] Kill by Aria Goodman (from Clara Jones).,,
7,8,1,Skidmore,2014,SKIDMORE,[Clara Jones] Attack error by Amanda Brooks.,,
8,8,1,Skidmore,2014,SKIDMORE,[Clara Jones] Ball handling error by Katarina Marczeski.,,
9,8,1,Skidmore,2014,SKIDMORE,[Clara Jones] Attack error by Maddy Ruehl.,,
9,9,1,Skidmore,2014,SKIDMORE,[Clara Jones] Kill by Amanda Brooks (from Katarina Marczeski).,,
10,9,1,Skidmore,2014,SLU,[Masha Kolesnikova] Attack error by Maddy Ruehl.,,
10,10,1,Skidmore,2014,SKIDMORE,[Brittany Osborn] Kill by Amanda Brooks (from Katarina Marczeski).,,
10,11,1,Skidmore,2014,SLU,[Maddy Ruehl] Bad set by Carolyn Lois.,,
10,12,1,Skidmore,2014,SLU,[Maddy Ruehl] Kill by Amanda Brooks (from Katarina Marczeski).,,
11,12,1,Skidmore,2014,SLU,"[Maddy Ruehl] Kill by Aria Goodman (from Marcela Familiar), block error by Cristina Deschaine.",,
11,13,1,Skidmore,2014,SKIDMORE,[Clare Kenny] Kill by Amanda Brooks (from Katie Kull).,,
12,13,1,Skidmore,2014,SLU,[Katie Rowell] Kill by Aria Goodman (from Kalle Fox).,,
13,13,1,Skidmore,2014,SKIDMORE,[Kalle Fox] Kill by Aria Goodman (from Kalle Fox).,,
14,13,1,Skidmore,2014,SKIDMORE,[Kalle Fox] Attack error by Cristina Deschaine.,,
15,13,1,Skidmore,2014,SKIDMORE,[Kalle Fox] Attack error by Becky Briggs.,,
15,14,1,Skidmore,2014,SKIDMORE,[Kalle Fox] Kill by Lexi Brown (from Katie Kull).,,
15,15,1,Skidmore,2014,SLU,[Mariah Dignan] Kill by Becky Briggs (from Katie Kull).,,
16,15,1,Skidmore,2014,SLU,[Mariah Dignan] Attack error by Becky Briggs.,,
16,16,1,Skidmore,2014,SKIDMORE,[Aria Goodman] Kill by Lexi Brown (from Katie Kull).,,
16,17,1,Skidmore,2014,SLU,[Katarina Marczeski] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
16,18,1,Skidmore,2014,SLU,[Katarina Marczeski] Kill by Katie Rowell (from Katarina Marczeski).,,
17,18,1,Skidmore,2014,SLU,[Katarina Marczeski] Kill by Rachel Licata (from Kalle Fox).,,
17,19,1,Skidmore,2014,SKIDMORE,[Marcela Familiar] Kill by Masha Kolesnikova.,,
18,19,1,Skidmore,2014,SLU,[Lexi Brown] Service error.,,
19,19,1,Skidmore,2014,SKIDMORE,[Clara Jones] Service ace (Mariah Dignan).,,
19,20,1,Skidmore,2014,SKIDMORE,"[Clara Jones] Kill by Amanda Brooks, block error by Kalle Fox.",,
19,21,1,Skidmore,2014,SLU,[Masha Kolesnikova] Kill by Katarina Marczeski (from Masha Kolesnikova).,,
19,22,1,Skidmore,2014,SLU,[Masha Kolesnikova] Kill by Amanda Brooks (from Katarina Marczeski).,,
19,23,1,Skidmore,2014,SLU,[Masha Kolesnikova] Kill by Amanda Brooks (from Katarina Marczeski).,,
20,23,1,Skidmore,2014,SLU,[Masha Kolesnikova] Attack error by Katarina Marczeski.,,
20,24,1,Skidmore,2014,SKIDMORE,[Brittany Osborn] Service error.,,
21,24,1,Skidmore,2014,SLU,[Maddy Ruehl] Kill by Aria Goodman (from Kalle Fox).,,
22,24,1,Skidmore,2014,SKIDMORE,[Clare Kenny] Service ace (Mariah Dignan).,,
22,25,1,Skidmore,2014,SKIDMORE,[Clare Kenny] Kill by Amanda Brooks (from Katie Kull).,,
1,0,2,Skidmore,2014,SKIDMORE,[Kalle Fox] Service ace (Mariah Dignan).,,
1,1,2,Skidmore,2014,SKIDMORE,[Kalle Fox] Kill by Amanda Brooks (from Katie Kull).,,
2,1,2,Skidmore,2014,SLU,[Marisa Turner] Attack error by Becky Briggs.,,
3,1,2,Skidmore,2014,SKIDMORE,[Aria Goodman] Ball handling error by Katie Kull.,,
3,2,2,Skidmore,2014,SKIDMORE,[Aria Goodman] Service error.,,
4,2,2,Skidmore,2014,SLU,[Mariah Dignan] Kill by Rachel Licata (from Kalle Fox).,,
4,3,2,Skidmore,2014,SKIDMORE,[Marcela Familiar] Attack error by Aria Goodman (block by Becky Briggs).,,
5,3,2,Skidmore,2014,SLU,[Katarina Marczeski] Kill by Clara Jones (from Kalle Fox).,,
6,3,2,Skidmore,2014,SKIDMORE,[Clara Jones] Ball handling error by Katarina Marczeski.,,
6,4,2,Skidmore,2014,SKIDMORE,[Clara Jones] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
6,5,2,Skidmore,2014,SLU,[Katie Rowell] Service ace (Marcela Familiar).,,
7,5,2,Skidmore,2014,SLU,[Katie Rowell] Kill by Brittany Osborn (from Kalle Fox).,,
7,6,2,Skidmore,2014,SKIDMORE,[Brittany Osborn] Kill by Masha Kolesnikova (from Katarina Marczeski).,,
8,6,2,Skidmore,2014,SLU,[Masha Kolesnikova] Kill by Aria Goodman (from Kalle Fox).,,
8,7,2,Skidmore,2014,SKIDMORE,[Clare Kenny] Kill by Cristina Deschaine (from Katarina Marczeski).,,
9,7,2,Skidmore,2014,SLU,[Maddy Ruehl] Kill by Aria Goodman (from Kalle Fox).,,
9,8,2,Skidmore,2014,SKIDMORE,[Kalle Fox] Kill by Amanda Brooks (from Katie Rowell).,,
9,9,2,Skidmore,2014,SLU,[Marisa Turner] Kill by Becky Briggs (from Katie Kull).,,
9,10,2,Skidmore,2014,SLU,[Marisa Turner] Kill by Cristina Deschaine (from Katie Kull).,,
10,10,2,Skidmore,2014,SLU,[Marisa Turner] Kill by Aria Goodman (from Kalle Fox).,,
10,11,2,Skidmore,2014,SKIDMORE,[Aria Goodman] Kill by Cristina Deschaine (from Katie Kull).,,
10,12,2,Skidmore,2014,SLU,[Mariah Dignan] Attack error by Brittany Osborn.,,
10,13,2,Skidmore,2014,SLU,[Mariah Dignan] Attack error by Brittany Osborn (block by Masha Kolesnikova; Becky Briggs).,,
10,14,2,Skidmore,2014,SLU,[Mariah Dignan] Kill by Lexi Brown (from Mariah Dignan).,,
10,15,2,Skidmore,2014,SLU,[Mariah Dignan] Service ace (Marcela Familiar).,,
11,15,2,Skidmore,2014,SLU,[Mariah Dignan] Attack error by Becky Briggs.,,
11,16,2,Skidmore,2014,SKIDMORE,[Marcela Familiar] Kill by Masha Kolesnikova (from Katie Kull).,,
11,17,2,Skidmore,2014,SLU,[Katarina Marczeski] Kill by Katarina Marczeski (from Mariah Dignan).,,
11,18,2,Skidmore,2014,SLU,[Katarina Marczeski] Kill by Masha Kolesnikova.,,
12,18,2,Skidmore,2014,SLU,[Katarina Marczeski] Service error.,,
13,18,2,Skidmore,2014,SKIDMORE,"[Clara Jones] Kill by Emma Bloom (from Kalle Fox), block error by Masha Kolesnikova.",,
14,18,2,Skidmore,2014,SKIDMORE,[Clara Jones] Kill by Aria Goodman (from Kalle Fox).,,
15,18,2,Skidmore,2014,SKIDMORE,[Clara Jones] Attack error by Katarina Marczeski.,,
16,18,2,Skidmore,2014,SKIDMORE,[Clara Jones] Service ace (Lexi Brown).,,
17,18,2,Skidmore,2014,SKIDMORE,[Clara Jones] Kill by Aria Goodman (from Marcela Familiar).,,
17,19,2,Skidmore,2014,SKIDMORE,[Clara Jones] Attack error by Emma Bloom.,,
18,19,2,Skidmore,2014,SLU,[Lexi Brown] Kill by Angelea McPartlin (from Kalle Fox).,,
19,19,2,Skidmore,2014,SKIDMORE,[Brittany Osborn] Service ace (Masha Kolesnikova).,,
19,20,2,Skidmore,2014,SKIDMORE,[Brittany Osborn] Kill by Maddy Ruehl (from Katarina Marczeski).,,
20,20,2,Skidmore,2014,SLU,[Masha Kolesnikova] Service error.,,
21,20,2,Skidmore,2014,SKIDMORE,[Clare Kenny] Attack error by Lexi Brown.,,
21,21,2,Skidmore,2014,SKIDMORE,[Clare Kenny] Kill by Cristina Deschaine (from Katarina Marczeski).,,
21,22,2,Skidmore,2014,SLU,[Maddy Ruehl] Attack error by Aria Goodman (block by Cristina Deschaine; Amanda Brooks).,,
22,22,2,Skidmore,2014,SLU,[Maddy Ruehl] Attack error by Cristina Deschaine (block by Aria Goodman; Rachel Licata).,,
23,22,2,Skidmore,2014,SKIDMORE,[Kalle Fox] Kill by Aria Goodman (from Kalle Fox).,,
23,23,2,Skidmore,2014,SKIDMORE,[Kalle Fox] Kill by Amanda Brooks (from Katie Kull).,,
